Experiment,Algorithm,Budget,Calls,Turbines,Seed,AEP,IdealAEP,Feasible,MinSpacing,Seconds,Coordinates
hr16,VNS,6030,6030,16,16,138.73683807129976,149.2632720953485,True,322.79907342975554,6.092140577999999,815.64 54.88;372.15 819.90;-373.19 475.41;-177.56 834.00;737.04 676.01;-755.25 -106.77;-156.34 -780.24;816.38 -815.07;-528.42 -377.04;-507.24 -834.63;-799.17 519.55;254.52 -192.35;-5.43 530.28;597.73 384.82;282.64 -739.63;-216.86 120.65
hr16,VNS,6030,6030,16,17,135.9132203930837,149.2632720953485,False,320.2847664899668,6.069120948000091,294.11 371.00;569.21 -416.93;581.99 6.97;-720.09 -269.49;262.52 695.43;-680.88 786.53;-863.02 180.75;735.41 756.21;297.74 -684.45;606.20 -810.38;-908.77 550.95;-537.46 170.38;25.93 172.62;106.17 -176.58;-496.87 510.42;-1.51 -570.29
hr16,VNS,6030,6030,16,18,136.92841325658011,149.2632720953485,True,322.0919982332539,5.902600402999724,-326.70 319.13;303.80 -30.70;-106.80 -243.75;-903.29 536.89;188.41 -416.41;342.61 331.69;19.80 522.57;-489.05 -750.17;401.50 747.15;711.03 63.88;-623.73 -361.68;-118.46 813.48;736.62 692.04;-701.07 807.71;-165.10 -834.79;-729.42 46.76
hr16,VNS,6030,6030,16,19,138.20876302238622,149.2632720953485,True,338.8182174301369,5.996499682999911,298.27 -186.94;-443.68 -292.26;6.41 -520.47;415.08 328.11;-734.39 -666.35;-892.86 829.99;417.35 -689.19;-490.66 526.02;-126.84 834.77;-644.44 37.79;669.71 832.35;799.18 289.22;732.84 -99.23;-420.72 -794.47;664.01 -446.83;223.96 645.21
hr16,VNS,6030,6030,16,20,136.47284387295664,149.2632720953485,True,342.68374583703184,5.721743922999849,-193.68 -243.31;328.77 223.11;303.55 -525.93;761.81 498.01;-393.94 90.04;619.11 -785.87;-185.33 811.70;411.38 663.93;860.83 -169.67;-724.74 223.65;43.69 458.52;-171.84 -818.28;-554.88 633.86;680.24 165.18;264.19 -150.10;-700.53 -309.66
hr16,VNS,6030,6030,16,21,138.0810609574229,149.2632720953485,True,327.3607138858174,5.893052880000141,-606.14 795.45;-478.93 128.11;732.62 771.96;559.26 -376.17;823.59 125.88;-45.70 -769.23;-281.79 751.18;343.68 817.53;-123.17 41.44;771.63 -823.56;-456.12 -792.58;-806.45 -172.44;864.04 -207.11;462.23 296.17;106.92 583.56;-421.13 -210.02
hr16,VNS,6030,6030,16,22,138.6818424349873,149.2632720953485,True,331.66938658738115,5.89375816699976,-861.97 812.74;-134.62 -251.08;605.61 -794.69;-364.10 -761.70;436.62 -226.44;760.55 362.23;74.43 812.43;335.72 337.24;-333.34 82.87;-233.47 534.84;-691.47 -708.48;147.23 -694.82;612.45 784.73;-738.93 -287.46;-430.71 829.16;-835.37 237.97
hr16,VNS,6030,6030,16,23,135.16354236175727,149.2632720953485,True,321.19918525815297,5.9244722519997595,-808.15 -7.74;-811.24 700.42;-318.96 -507.37;270.34 156.27;-771.44 -406.42;-74.90 475.63;-417.80 -815.30;256.10 617.33;-516.26 190.13;698.23 637.43;-854.60 322.62;60.36 -382.50;84.33 -740.77;-738.58 -831.66;-133.99 41.71;-405.09 -131.91
hr16,VNS,6030,6030,16,24,138.68765791480584,149.2632720953485,True,346.4136173898211,5.812125138999818,939.73 -833.28;-22.06 -834.51;417.45 351.31;824.89 43.45;727.81 656.14;852.20 -468.07;-693.87 222.49;-626.06 -266.44;-174.06 -496.60;368.48 -529.31;-547.57 536.50;428.13 -135.48;-293.38 832.78;314.74 821.29;10.18 128.31;-782.54 828.40
hr16,VNS,6030,6030,16,25,138.04374347143735,149.2632720953485,True,328.1340454063242,5.7482605420000255,75.06 791.34;-690.66 -821.20;898.94 -522.63;-776.07 -403.60;-431.78 523.02;-320.44 28.01;755.50 312.89;-291.61 819.70;480.45 752.25;548.76 -588.72;241.62 431.64;-895.48 543.17;-165.57 -723.82;149.69 -596.82;245.72 -153.15;855.74 -122.20
hr16,VNS,6030,6030,16,26,138.54573297441917,149.2632720953485,True,329.4699010186297,6.080960319999576,-448.68 662.49;827.26 72.67;-741.23 -744.70;-46.54 148.37;-635.22 230.18;923.87 -803.37;-772.61 722.64;714.20 593.70;567.82 -737.66;213.69 525.57;215.85 -795.58;26.11 815.80;887.79 -384.03;46.63 -198.07;382.55 170.41;-420.56 -389.73
hr16,VNS,6030,6030,16,27,138.75220115327994,149.2632720953485,True,320.86512742346025,5.747155468000074,-293.47 -106.50;-771.49 -484.87;781.89 -210.95;157.26 580.75;778.17 254.40;415.54 796.58;-41.15 832.91;-750.33 825.32;-684.30 -811.15;759.43 -726.61;238.74 -376.13;-150.20 -785.02;323.92 23.26;-872.72 279.61;-138.11 373.29;-564.79 508.09
hr16,VNS,6030,6030,16,28,137.4771004286169,149.2632720953485,True,331.03832221505616,5.675455002000035,-883.75 712.04;-371.10 831.64;-201.63 470.12;220.12 -800.76;-576.33 439.27;-232.36 -377.23;683.35 545.99;120.53 -439.24;-765.55 -612.03;-402.36 -716.86;532.65 -117.53;-89.47 77.32;314.09 333.64;-669.83 -291.45;-810.34 159.80;515.82 831.51
hr16,VNS,6030,6030,16,29,137.78114039885895,149.2632720953485,True,332.94257718952923,5.946301241000128,-298.01 188.47;-539.34 567.67;867.80 -511.89;-844.92 71.43;-311.95 -147.24;49.17 450.95;629.09 -238.32;-122.14 -503.31;-649.98 -271.49;-630.06 -789.23;747.39 534.53;272.41 719.11;119.74 -810.03;-839.86 407.74;-916.43 808.32;199.41 -416.97
hr16,VNS,6030,6030,16,30,138.84864597824165,149.2632720953485,True,322.902573047575,5.856934298999931,459.29 -692.40;-684.79 -499.23;889.83 -428.77;740.80 796.90;-726.76 -156.00;-759.35 202.61;512.77 459.16;319.66 834.50;-115.39 -565.51;-676.17 -822.02;217.29 -368.38;-653.19 530.14;193.74 114.61;73.12 -834.51;762.69 -10.74;-897.41 831.55
hr16,SLSQP,6030,6030,16,1,137.51942941250567,149.2632720953485,True,323.1655557125416,5.966979191000064,812.34 230.73;607.02 -833.45;937.15 -785.48;-291.62 834.64;-915.84 610.21;682.53 -114.21;-465.75 552.09;-41.56 -690.49;749.62 740.72;-5.70 669.54;-153.64 345.62;-193.02 7.69;-627.06 832.11;-372.05 -747.34;-699.78 -831.24;406.49 111.16
hr16,SLSQP,6030,6030,16,2,136.29356462412926,149.2632720953485,True,320.94535090856016,6.127699184999983,-597.49 554.53;-912.33 676.71;-124.45 -520.26;-225.31 453.15;13.07 -172.39;-637.27 191.02;280.16 -823.26;587.01 -679.58;-550.42 -831.82;26.99 686.48;807.55 -69.19;-794.17 -120.02;-428.35 -342.87;-412.63 834.35;-229.48 -834.57;88.34 356.59
hr16,SLSQP,6030,6030,16,3,135.81238454658842,149.2632720953485,True,327.74296185778155,5.913905798000087,192.36 460.15;-205.92 -834.40;-114.31 -241.78;145.14 -663.28;-510.78 534.14;-440.16 -162.76;810.93 -425.01;-726.30 287.22;97.56 65.48;-823.97 -136.82;-780.35 -473.80;427.65 -834.83;-370.07 833.01;845.57 -39.89;449.72 243.41;-66.18 687.52
hr16,SLSQP,6030,6030,16,4,135.36961386699133,149.2632720953485,True,332.08982293152366,6.004974842000138,-508.45 210.10;668.08 -834.83;171.51 -199.84;873.44 -288.91;-754.82 831.69;-217.39 7.50;52.07 -525.45;302.90 478.47;155.30 180.98;-158.76 350.85;-809.96 -251.26;-857.53 141.72;741.69 806.71;459.10 36.35;527.68 -503.77;-398.07 -299.61
hr16,SLSQP,6030,6030,16,5,135.1199156107291,149.2632720953485,True,320.00185959918423,6.012988154000141,-829.10 488.00;654.05 564.83;-193.50 -53.72;448.29 300.04;27.25 -516.06;-477.55 98.13;546.80 -234.57;103.14 834.83;-271.95 555.17;171.71 -225.65;-0.74 -834.83;177.63 521.72;-845.06 34.32;-752.30 -720.38;170.50 108.91;-587.87 -294.72
hr16,SLSQP,6030,6030,16,6,136.1584254610451,149.2632720953485,True,332.57782485106605,6.270916216000387,458.74 -290.40;-888.48 388.67;92.03 620.28;-755.19 833.91;-354.29 -731.92;-798.81 -336.09;-576.17 97.53;857.84 -542.60;-324.36 -400.69;-411.06 391.22;742.97 159.38;-278.46 -69.43;91.52 -133.50;-428.58 756.95;-29.90 -833.88;277.89 -619.48
hr16,SLSQP,6030,6030,16,7,137.01327709273673,149.2632720953485,True,321.63913444068635,5.835528188999888,-273.06 -392.08;602.05 286.81;-807.31 24.17;560.71 828.51;-923.60 673.56;-882.65 340.18;186.24 834.83;265.61 -832.41;321.05 -462.63;625.51 -829.28;-245.09 348.28;-552.78 254.57;283.39 501.06;707.33 -163.80;-673.40 -451.87;-207.07 -831.47
hr16,SLSQP,6030,6030,16,8,136.22738373778643,149.2632720953485,True,334.2916452128266,6.054508194999926,336.93 -236.59;127.74 489.18;-217.98 546.49;739.47 -685.07;778.79 473.87;244.30 834.83;809.70 141.01;-406.79 831.05;-583.83 170.86;-248.71 199.24;-709.17 544.33;-603.47 -502.47;-321.20 -791.83;450.97 293.04;63.72 18.00;851.52 -258.86
hr16,SLSQP,6030,6030,16,9,136.76444433496133,149.2632720953485,True,320.0945384672583,6.004661971999667,-846.60 47.73;10.72 -718.50;-654.62 -576.00;-172.38 -447.62;-790.43 -279.09;-628.82 714.18;824.53 -834.71;372.46 139.97;739.25 273.62;97.83 381.84;-221.95 367.80;616.34 -67.67;766.31 606.00;904.32 -516.59;22.83 834.83;299.02 669.41
hr16,SLSQP,6030,6030,16,10,137.08230340389315,149.2632720953485,True,320.079092852669,6.112783954999941,-437.57 170.88;794.54 376.71;-446.77 -713.24;-77.95 831.46;319.74 -527.13;-855.44 834.83;475.46 559.46;834.09 7.81;882.06 -506.05;-728.85 -241.53;532.15 -287.65;231.59 -834.83;86.07 -306.95;738.24 834.83;-217.89 -200.83;666.48 -834.83
hr16,SLSQP,6030,6030,16,11,137.57137678055244,149.2632720953485,True,330.96956873373,5.717225674000019,201.18 -454.49;59.40 -155.42;-713.15 510.57;695.38 191.68;-439.02 -126.59;-508.34 -497.54;-130.33 834.62;647.32 557.36;807.89 -740.45;-530.33 -834.83;-843.12 30.48;-149.82 105.55;696.08 -402.63;-301.29 485.23;-925.63 830.87;-197.61 -834.83
hr16,SLSQP,6030,6030,16,12,136.50109445961925,149.2632720953485,True,320.11803134925776,5.909667844000069,-577.54 832.93;591.30 768.25;151.90 746.56;830.01 -30.14;97.23 -109.75;-147.09 -711.77;517.92 -223.49;-376.89 -197.96;808.01 -474.09;342.83 -515.44;-541.03 433.69;-4.34 205.22;-507.12 -776.04;-905.73 528.02;368.73 495.27;257.90 -824.09
hr16,SLSQP,6030,6030,16,13,137.93610245211877,149.2632720953485,True,321.3216039387061,5.929742979999901,-389.41 443.08;-573.42 -384.30;497.68 727.21;378.96 -834.83;-692.91 834.82;-303.30 752.65;773.29 549.61;-269.92 -28.02;888.70 -389.53;928.48 -834.83;-435.07 -688.08;-575.47 120.45;576.49 -307.88;-718.09 439.38;-831.37 -77.03;-746.21 -769.95
hr16,SLSQP,6030,6030,16,14,136.25767899895422,149.2632720953485,True,320.5605606777195,6.234655810999811,58.70 830.50;-197.13 228.19;-862.16 746.30;342.95 -834.09;142.45 426.83;-162.10 -144.80;-762.62 -636.41;442.21 182.23;-412.33 -542.48;653.68 -488.26;-827.45 -108.92;-507.75 -236.46;715.14 354.33;-43.21 -834.65;96.42 -424.21;680.65 -69.29
hr16,SLSQP,6030,6030,16,15,137.89300878639372,149.2632720953485,True,322.0972122801866,6.146044938999694,-151.37 -834.83;264.20 -210.89;-518.23 16.96;-758.95 834.83;-893.99 432.47;706.08 721.83;-50.51 -142.30;428.23 549.53;-434.93 -444.95;-449.19 694.08;871.03 -779.13;840.08 6.15;-273.05 407.51;891.88 -415.30;-738.24 -834.83;561.74 -346.78
hr16,SLSQP,6030,6030,16,16,137.65748341527595,149.2632720953485,True,332.5891165951025,6.0180379779999384,805.59 279.50;748.18 734.05;-118.85 815.48;415.44 -406.07;-666.38 334.25;398.85 792.53;212.57 -669.62;-421.19 83.71;-724.55 -417.08;-926.88 700.12;811.51 -301.97;-259.94 442.92;357.29 321.61;34.62 133.87;-610.79 834.64;-744.60 -760.53
hr16,SLSQP,6030,6030,16,17,136.97404589802912,149.2632720953485,True,324.27780938136897,5.973079777999828,412.31 260.10;900.31 -607.36;773.41 50.42;-819.24 -175.72;322.57 607.81;-733.51 834.83;-836.51 158.45;664.49 496.38;318.57 -834.83;657.04 -834.83;-910.01 562.80;-468.52 75.43;55.14 292.07;136.60 -195.74;-481.83 528.65;-594.34 -811.97
hr16,SLSQP,6030,6030,16,18,137.23608119911393,149.2632720953485,True,320.04028864482524,6.256116223999925,433.92 -261.93;526.48 -596.41;-708.58 111.47;-801.31 789.60;879.65 -731.37;-539.54 415.76;290.35 35.58;795.73 274.28;57.15 254.77;-504.09 -500.11;-323.66 -768.06;879.99 -318.58;429.01 746.65;-738.60 -727.34;496.89 397.37;-413.50 744.64
hr16,SLSQP,6030,6030,16,19,138.33100916890444,149.2632720953485,True,321.31864747274744,5.79439024300018,98.23 101.46;-341.12 -547.27;178.40 -833.17;488.91 442.02;-744.50 -783.77;-925.91 834.27;231.37 -516.24;-303.57 619.61;-47.65 834.83;-687.88 406.84;741.26 805.85;802.00 315.86;828.55 -18.31;-190.34 -834.72;684.95 -600.79;415.19 834.44
hr16,SLSQP,6030,6030,16,20,136.2743010501734,149.2632720953485,True,326.56029025212484,5.902797595000266,-895.37 444.31;-766.04 -608.65;929.18 -721.83;523.64 322.24;287.47 557.97;-66.71 417.24;-429.15 -278.86;462.17 -834.83;-435.36 -624.78;-580.22 340.81;-741.45 -183.44;181.42 -351.85;-279.53 160.50;429.31 -65.99;-846.43 772.17;858.87 -375.35
hr16,SLSQP,6030,6030,16,21,137.1375427152538,149.2632720953485,True,321.73188054022154,5.968331371000204,-765.91 775.23;-445.46 202.22;742.87 753.22;-203.97 -358.43;709.26 69.04;97.87 -502.78;-622.72 470.71;426.78 674.93;-187.75 -9.24;843.28 -595.75;-631.80 -751.31;-820.08 -162.08;869.04 -254.66;-107.75 360.29;50.99 800.72;-548.94 -342.07
hr16,SLSQP,6030,6030,16,22,136.2912841852297,149.2632720953485,True,329.5297194484044,6.113729261000117,-850.06 830.26;59.09 -246.94;496.53 -698.17;-335.95 -783.88;355.34 -48.71;605.81 446.86;46.94 802.53;181.21 501.59;58.21 153.94;-263.14 289.57;-685.19 -786.29;-98.61 -536.36;675.47 830.67;-625.72 -273.17;-387.49 623.25;-546.38 57.07
hr16,SLSQP,6030,6030,16,23,137.41282598805282,149.2632720953485,True,321.55816056669227,5.964680465000129,-117.53 779.73;435.28 -420.31;-526.42 351.30;-638.29 -195.38;222.82 -166.17;-930.00 725.44;778.27 -429.75;314.29 834.72;591.33 -834.79;-409.92 -421.76;568.10 196.22;-734.99 -834.79;923.62 -719.45;-117.24 -275.46;709.78 -105.00;637.93 572.81
hr16,SLSQP,6030,6030,16,24,136.68915886567217,149.2632720953485,True,323.2873145829332,6.315602843999841,943.44 -834.83;52.98 -834.83;280.70 388.45;769.78 -161.50;717.77 733.14;694.05 -586.34;-573.07 238.18;-514.47 -216.56;-134.98 -550.16;437.81 -389.22;-537.39 610.17;358.38 18.92;-10.20 599.54;290.57 817.11;-44.55 142.31;-909.90 660.30
hr16,SLSQP,6030,6030,16,25,135.68313593462392,149.2632720953485,True,322.28920487703436,6.0886482419996355,105.85 831.15;-618.61 -565.29;650.69 -718.83;-804.91 -292.36;-384.03 292.16;-574.15 -62.92;642.58 49.98;-276.37 730.24;620.39 438.94;-135.89 -22.66;-61.74 294.08;-749.68 469.08;-101.29 -442.20;183.74 -782.00;209.40 -2.77;856.48 -270.73
hr16,SLSQP,6030,6030,16,26,137.06492277842358,149.2632720953485,True,325.8947246353591,5.851407964999908,-259.03 516.71;797.09 85.74;-443.67 -496.11;-74.34 154.93;-633.64 277.69;920.08 -808.08;-415.08 834.83;709.29 419.57;521.46 -834.68;319.02 741.65;240.41 -669.69;-43.55 834.83;797.59 -325.62;267.39 -286.00;468.90 133.09;-462.83 -831.14
hr16,SLSQP,6030,6030,16,27,137.34031314936547,149.2632720953485,True,324.4814667807639,5.520576431999871,-293.13 -109.43;-737.06 -833.10;702.09 -199.78;133.06 511.97;792.65 120.69;344.49 801.25;12.17 832.98;-842.37 768.83;-357.59 -789.51;789.10 -834.24;277.91 -268.77;-294.27 -440.22;469.05 37.93;-706.16 133.89;-218.45 420.52;-658.31 501.60
hr16,SLSQP,6030,6030,16,28,136.90694306050426,149.2632720953485,True,324.0997357067285,5.965669885999887,-276.23 -43.85;215.18 776.20;249.42 -569.72;-808.46 -169.62;438.70 429.79;-290.01 825.82;174.32 -217.70;-560.33 -378.12;-309.44 317.77;909.61 -817.75;748.26 614.84;499.71 -3.67;-253.95 -536.46;819.80 171.19;-603.85 636.29;-724.62 -826.51
hr16,SLSQP,6030,6030,16,29,136.26066301404734,149.2632720953485,True,321.88213368613003,5.738739466999959,-527.55 267.38;-454.46 583.39;561.10 -822.04;-843.78 93.39;-364.23 -247.95;-7.61 381.97;619.10 -189.46;-203.63 -529.66;-701.74 -245.58;-770.91 -568.20;541.22 279.98;159.18 665.01;-90.78 -834.82;-853.23 415.14;-692.22 832.15;331.63 -513.35
hr16,SLSQP,6030,6030,16,30,137.22435341242814,149.2632720953485,True,328.70315331431624,5.781781130999661,836.91 -252.16;473.70 41.24;128.60 104.18;-454.15 -618.64;-778.97 299.73;-30.59 -359.21;809.12 258.12;717.41 -582.54;-455.42 463.67;-912.09 807.13;-701.76 -834.83;-479.27 833.24;756.00 690.34;-629.67 -122.77;-154.90 777.16;402.27 -382.79
