Algorithm,Dataset,Radius,Turbines,Seed,Calls,Objective,Ideal,WakeLoss,Feasible,MinSpacing,Seconds,Coordinates,Curve
BVNS,2,500,6,24,6030,42444.953231646025,43892.27036810799,1447.317136461963,True,308.5099852587588,2.056778040999916,264.056 421.070;-105.200 -379.121;250.290 -91.596;-131.070 481.759;305.788 -395.073;32.001 161.995,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;41118.742;41208.047;41744.361;41808.384;41821.699;41828.929;42009.629;42265.889;42342.339;42342.607;42349.481;42351.959;42358.679;42358.679;42362.380;42365.719;42369.943;42371.013;42372.230;42375.480;42376.424;42379.996;42381.082;42381.227;42382.737;42385.932;42389.240;42389.381;42392.515;42395.616;42398.829;42398.829;42398.900;42400.425;42401.310;42401.347;42402.215;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42402.591;42403.665;42427.703;42427.913;42430.854;42432.623;42432.704;42434.241;42435.598;42436.253;42438.257;42438.362;42439.814;42440.793;42442.238;42442.273;42442.273;42443.749;42444.185;42444.237;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953;42444.953
BVNS,2,500,6,25,6030,42628.967843345556,43892.27036810799,1263.3025247624319,True,324.20502418570203,1.9381547819999696,-139.290 -461.626;-59.948 207.647;240.061 -333.289;496.890 -44.957;-475.000 -144.388;123.440 475.000,nan;nan;nan;nan;nan;nan;nan;nan;41296.564;41641.835;41669.085;41962.628;41962.628;41974.123;41976.238;41978.502;41988.710;41998.692;42044.570;42063.112;42064.311;42064.311;42065.553;42065.956;42067.951;42071.171;42073.153;42118.513;42119.625;42121.797;42121.797;42124.021;42124.228;42124.434;42124.639;42124.844;42125.250;42125.453;42126.393;42126.393;42126.494;42126.494;42126.494;42126.494;42126.494;42126.494;42126.494;42126.494;42126.494;42126.494;42126.494;42126.494;42126.494;42126.494;42126.494;42128.170;42128.988;42156.705;42190.143;42197.030;42204.255;42211.652;42212.188;42212.724;42216.378;42221.485;42222.857;42223.144;42223.640;42227.454;42231.858;42235.320;42238.752;42242.300;42243.464;42247.244;42249.488;42250.372;42252.568;42256.504;42257.390;42259.500;42260.638;42266.914;42267.808;42269.798;42270.036;42273.761;42277.217;42277.440;42280.859;42281.067;42281.315;42283.068;42285.704;42285.811;42287.498;42287.498;42288.788;42288.841;42288.965;42289.801;42289.853;42290.736;42290.802;42291.660;42291.919;42292.361;42292.413;42293.242;42294.070;42294.947;42294.947;42294.947;42294.947;42294.947;42294.947;42294.947;42294.947;42294.947;42294.947;42294.947;42294.947;42294.947;42294.947;42294.947;42294.947;42294.947;42389.280;42435.623;42442.823;42447.686;42452.398;42452.398;42458.825;42458.825;42460.552;42462.308;42463.441;42463.441;42464.193;42465.657;42467.834;42468.605;42469.168;42469.542;42469.977;42470.000;42470.000;42470.000;42470.000;42470.000;42470.000;42470.000;42566.156;42581.219;42588.044;42588.044;42590.391;42594.061;42594.593;42597.691;42602.680;42607.472;42609.713;42609.731;42614.449;42616.786;42618.982;42620.460;42621.557;42623.308;42623.547;42623.550;42624.445;42625.601;42625.800;42626.471;42626.670;42626.671;42627.117;42627.386;42627.444;42627.444;42627.444;42627.444;42627.444;42627.444;42627.444;42627.444;42627.444;42627.444;42627.444;42627.444;42627.444;42627.444;42627.444;42627.444;42627.444;42627.444;42628.968
BVNS,2,500,6,26,6030,42329.95499431533,43892.27036810799,1562.315373792655,True,345.33217732877586,2.041494860999933,411.118 280.923;473.784 -145.861;240.780 -426.769;52.948 163.482;-345.787 -145.715;-466.048 178.000,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;40589.024;40952.886;41005.929;41075.489;41240.020;41300.298;41300.298;41489.606;41489.606;41496.944;41503.452;41514.874;41521.310;41528.534;41534.655;41542.526;41549.779;41556.074;41565.376;41572.996;41575.354;41577.454;41586.637;41597.687;41604.610;41610.580;41619.479;41625.304;41627.538;41634.281;41640.917;41653.208;41658.803;41663.381;41666.350;41668.354;41669.312;41672.052;41675.744;41678.591;41680.393;41682.116;41684.723;41686.816;41688.226;41911.485;41912.427;41912.506;41912.971;41913.426;41913.802;41914.511;41914.746;41915.438;41915.722;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.412;41916.681;41917.419;41918.308;41918.375;41918.375;41918.375;41918.375;41918.375;41918.375;41918.375;41918.375;41918.375;41952.484;41952.484;41952.484;41960.549;41960.591;41963.447;41967.430;41970.251;41973.047;41974.111;41975.286;41976.345;41976.345;41977.948;41979.458;41979.985;41979.985;41980.785;41981.419;41981.948;41981.948;41981.948;41981.948;41981.948;41981.948;41981.948;41981.948;42151.102;42161.801;42204.947;42215.267;42220.167;42220.167;42222.908;42227.153;42234.466;42236.913;42238.964;42240.053;42241.132;42241.132;42242.143;42242.667;42243.674;42243.687;42246.135;42246.821;42246.826;42247.167;42247.167;42247.167;42247.167;42247.167;42247.167;42247.167;42247.167;42247.167;42247.167;42247.167;42247.881;42250.184;42251.926;42252.849;42254.477;42258.160;42260.628;42263.308;42263.631;42264.451;42264.451;42264.859;42265.145;42265.338;42266.360;42266.360;42266.472;42266.472;42266.472;42266.472;42266.472;42266.472;42266.472;42266.472;42266.472;42281.108;42303.884;42303.884;42308.516;42308.516;42321.054;42321.054;42322.725;42329.955
BVNS,2,500,6,27,6030,42812.05341674129,43892.27036810799,1080.2169513666959,True,321.88796060920595,1.993384806999984,-238.238 439.294;444.766 51.222;281.260 -299.061;-394.994 42.726;308.273 342.737;-227.667 -444.539,nan;40888.019;41440.562;41774.826;41857.946;41935.676;41935.676;41938.085;41942.125;41949.065;41949.065;41950.099;41959.121;41974.348;41976.298;41986.699;41992.458;42000.731;42010.745;42012.622;42022.121;42032.440;42042.267;42044.121;42053.161;42063.077;42068.960;42192.774;42200.411;42209.717;42211.538;42211.538;42219.533;42227.723;42229.489;42229.489;42230.207;42235.736;42236.609;42241.218;42242.085;42242.949;42243.942;42244.603;42245.427;42246.345;42247.489;42247.703;42248.526;42249.559;42250.056;42250.872;42251.405;42251.620;42252.330;42253.141;42253.669;42254.972;42255.387;42255.989;42256.792;42257.683;42258.390;42259.279;42259.773;42260.660;42261.364;42262.248;42262.741;42263.622;42264.324;42265.203;42265.694;42266.571;42266.962;42268.282;42268.496;42268.886;42269.649;42270.411;42270.623;42270.800;42271.667;42272.425;42273.141;42273.829;42275.162;42275.269;42275.478;42276.750;42277.045;42277.741;42278.521;42279.389;42279.564;42280.893;42281.535;42282.218;42282.393;42283.716;42284.355;42285.036;42285.210;42286.527;42287.164;42287.841;42287.841;42303.343;42354.412;42370.765;42373.026;42373.987;42381.766;42386.448;42391.103;42396.741;42402.308;42411.359;42416.753;42422.058;42426.402;42459.389;42459.389;42464.990;42470.755;42478.534;42481.896;42486.971;42491.272;42496.255;42496.695;42497.356;42498.026;42501.806;42501.806;42504.479;42504.479;42505.537;42507.581;42508.635;42509.853;42509.957;42511.068;42512.281;42512.281;42512.805;42513.819;42514.342;42514.945;42514.945;42514.945;42595.186;42595.186;42600.404;42619.401;42626.736;42656.329;42658.607;42659.554;42660.663;42664.713;42667.551;42675.314;42678.123;42682.462;42685.748;42685.748;42687.635;42687.635;42688.373;42689.351;42689.351;42689.351;42689.351;42689.351;42689.351;42689.351;42737.800;42783.911;42791.459;42797.075;42797.075;42798.243;42798.837;42801.028;42801.604;42801.894;42802.580;42803.730;42804.932;42806.456;42807.357;42807.646;42807.942;42809.324;42809.324;42810.691;42810.691;42811.368;42811.515;42812.053
BVNS,2,500,6,28,6030,42801.687511511,43892.27036810799,1090.582856596986,True,394.61472762850786,1.9906525739999097,286.074 409.900;-172.764 465.971;224.124 20.178;-473.522 126.380;144.819 -478.427;-377.891 -327.178,nan;nan;nan;nan;nan;nan;nan;nan;nan;40629.033;41200.061;41746.718;41950.186;42007.568;42059.327;42106.405;42159.304;42209.442;42221.109;42226.238;42226.238;42241.871;42270.652;42272.633;42279.690;42287.088;42288.835;42290.023;42291.710;42293.191;42295.207;42295.503;42305.827;42306.388;42307.070;42307.070;42308.943;42310.753;42312.297;42312.462;42312.603;42313.571;42313.950;42314.879;42315.211;42316.203;42316.343;42316.491;42316.712;42316.918;42317.064;42317.284;42317.424;42317.635;42317.774;42318.744;42318.883;42319.843;42319.982;42320.126;42320.342;42320.547;42320.686;42321.257;42321.467;42321.533;42406.135;42406.135;42409.365;42416.871;42416.871;42426.134;42428.162;42432.871;42440.008;42444.645;42449.211;42453.709;42460.679;42465.108;42469.471;42471.005;42471.757;42476.996;42482.143;42490.212;42490.212;42491.720;42494.692;42494.692;42498.045;42500.174;42502.561;42504.676;42507.700;42510.059;42512.142;42514.210;42514.938;42515.986;42517.248;42518.275;42518.371;42518.956;42519.469;42519.697;42520.509;42521.303;42521.530;42522.113;42522.622;42523.131;42523.311;42523.311;42523.311;42523.311;42523.311;42523.311;42529.955;42529.955;42539.253;42543.852;42548.262;42558.887;42569.573;42578.310;42579.530;42581.193;42581.193;42585.156;42593.008;42597.227;42599.542;42601.474;42605.626;42665.266;42665.306;42669.029;42669.046;42671.873;42673.755;42675.240;42678.522;42679.452;42679.452;42799.804;42800.500;42801.079;42801.231;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688;42801.688
BVNS,2,500,6,29,6030,42890.94602457875,43892.27036810799,1001.3243435292388,True,325.4979698774761,2.041031334999957,94.093 490.555;462.440 182.012;-449.776 -47.705;78.713 -236.386;-364.991 336.753;-136.630 -480.469,nan;nan;41770.679;41977.046;42009.916;42022.121;42123.301;42168.261;42180.190;42206.725;42206.725;42249.947;42257.692;42268.968;42269.213;42306.940;42314.418;42314.997;42321.868;42322.096;42328.968;42331.832;42334.864;42337.648;42345.068;42347.810;42355.299;42357.993;42359.229;42365.358;42371.950;42374.834;42375.004;42380.988;42474.629;42502.169;42506.941;42512.158;42512.158;42515.627;42517.941;42520.727;42521.987;42523.024;42523.297;42524.787;42525.942;42526.796;42527.531;42528.551;42528.551;42529.479;42529.479;42530.155;42530.406;42530.471;42530.838;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42530.902;42532.538;42533.491;42534.417;42537.255;42539.434;42541.713;42542.567;42544.266;42544.266;42546.447;42547.879;42548.654;42549.729;42551.222;42553.043;42553.661;42553.787;42554.699;42554.884;42555.790;42555.853;42556.308;42556.308;42556.308;42556.308;42678.347;42719.073;42730.657;42737.703;42766.890;42767.992;42768.712;42798.465;42804.865;42805.071;42853.107;42875.528;42879.374;42880.340;42880.340;42881.923;42883.418;42884.685;42884.685;42886.053;42886.089;42886.679;42887.304;42887.649;42888.661;42889.281;42889.281;42889.296;42889.863;42890.056;42890.776;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946;42890.946
BVNS,2,500,6,30,6030,42500.35349430391,43892.27036810799,1391.9168738040753,True,317.8825427394002,2.0668042730000025,181.276 464.476;160.680 -473.260;494.270 -70.211;-337.183 368.834;-445.103 -84.455;45.893 176.864,nan;nan;nan;nan;nan;nan;nan;40431.171;40827.131;40843.235;40887.521;40895.768;41030.253;41155.465;41595.335;41600.650;41692.639;41724.488;41731.710;41749.654;41754.805;41772.013;41818.994;41822.984;41830.995;41834.328;41836.233;41840.112;41844.050;41845.562;41850.666;41857.405;41858.399;41862.962;41868.472;41872.271;41876.113;41877.582;41882.531;41889.125;41890.091;41894.515;41899.858;41900.810;41901.755;41903.164;41907.262;41908.173;41909.075;41913.892;41914.702;41921.618;41925.299;41929.435;41933.060;41934.253;41937.898;41941.492;41942.349;41946.691;41950.300;41953.832;41954.668;41959.012;41962.510;41965.981;41966.796;41968.307;41971.843;41975.280;41978.691;41980.227;41983.729;41987.107;41987.838;41991.191;41992.236;41996.844;42001.422;42005.508;42006.412;42010.914;42015.378;42016.269;42017.155;42018.402;42022.379;42023.257;42024.129;42025.356;42029.638;42030.073;42033.973;42035.267;42036.467;42037.230;42037.656;42038.929;42040.116;42040.869;42044.713;42045.542;42046.808;42047.550;42048.287;42049.424;42050.256;42051.083;42051.809;42052.927;42053.640;42054.463;42055.280;42056.379;42060.463;42060.852;42061.663;42062.851;42063.545;42064.346;42065.141;42065.884;42067.087;42067.454;42068.231;42069.363;42070.129;42070.890;42071.243;42072.346;42073.095;42073.839;42074.579;42075.256;42076.382;42076.715;42077.439;42078.485;42079.198;42079.907;42080.228;42081.249;42081.946;42082.639;42083.328;42083.946;42085.001;42085.306;42085.980;42086.949;42087.614;42088.275;42088.569;42089.514;42090.165;42090.811;42091.454;42092.019;42093.010;42093.289;42093.918;42094.817;42094.817;42094.817;42095.278;42095.875;42095.875;42282.640;42380.517;42383.062;42412.796;42419.914;42423.248;42426.447;42437.735;42440.992;42444.585;42447.503;42453.213;42456.370;42464.598;42467.256;42472.841;42473.923;42478.257;42481.885;42489.602;42489.602;42490.931;42492.137;42493.008;42493.700;42496.126;42497.339;42497.471;42498.402;42499.470;42499.602;42499.602;42500.063;42500.353
BVNS,2,500,7,1,6030,49302.40214190734,51207.648762792654,1905.2466208853148,True,310.22694153746176,2.1276248090000536,-15.648 167.838;-411.493 -282.113;51.930 496.555;-20.566 -491.804;354.961 -351.707;317.971 -43.693;375.412 289.835,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;48659.781;48668.577;48825.491;48852.675;48852.675;48859.317;48862.722;48869.288;48872.938;48879.396;49038.409;49041.731;49046.555;49050.100;49061.676;49103.053;49105.696;49105.696;49120.175;49120.446;49122.070;49127.564;49129.180;49129.308;49131.425;49131.425;49134.324;49134.349;49135.659;49135.683;49138.098;49138.122;49139.303;49140.481;49141.654;49142.824;49143.989;49144.012;49145.173;49146.330;49148.633;49149.778;49149.800;49149.800;49150.652;49151.704;49152.102;49153.151;49153.529;49153.851;49154.749;49154.759;49155.181;49155.181;49155.181;49155.181;49155.181;49155.181;49155.181;49155.181;49155.181;49155.181;49155.181;49155.181;49161.372;49164.576;49167.717;49170.070;49173.156;49175.161;49177.128;49181.737;49222.517;49224.938;49227.329;49228.113;49230.672;49231.475;49233.982;49234.802;49240.933;49248.938;49249.710;49251.662;49252.597;49258.747;49264.563;49264.563;49267.829;49283.423;49286.529;49289.376;49289.376;49290.181;49290.725;49292.409;49293.896;49294.202;49294.393;49295.192;49295.987;49295.987;49296.780;49297.569;49298.377;49299.146;49299.416;49300.223;49300.964;49301.449;49301.541;49301.933;49302.324;49302.324;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402;49302.402
BVNS,2,500,7,2,6030,48259.76867732308,51207.648762792654,2947.880085469573,True,308.22222505372883,2.1280300060000172,-474.225 -157.986;-32.213 -452.944;191.969 8.851;-97.107 -131.076;337.387 301.879;-410.358 200.752;499.219 -15.617,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;-488730642126.395;-488730642115.275;-488730642104.283;-488730641921.472;-488730641565.116;-488730641565.116;-488730641555.233;-488730641553.553;-488730641545.441;-488730641543.766;-488730641420.602;-488730641412.963;-488730641408.689;-488730641403.024;-488730641397.419;-488730641393.964;-488730641390.534;-488730641382.543;-488730641377.055;-488730641376.783;-488730641371.995;-488730641368.618;-488730641362.419;-488730641357.045;-488730641355.396;-488730641352.045;-488730641347.963;-488730641342.645;-488730641337.382;-488730641334.081;-488730641330.806;-488730641323.211;-488730641318.056;-488730641317.802;-488730641313.172;-488730641309.946;-488730641304.110;-488730641253.096;-488730641248.045;-488730641243.045;-488730641241.423;-488730641209.211;-488730641208.964;-488730641204.018;-488730641199.122;-488730641194.042;-488730641193.812;-488730641193.588;-488730641188.797;-488730641188.797;-488730641188.688;47158.123;47158.341;47158.556;47158.767;47158.975;47159.179;47159.380;47159.663;47753.532;47754.150;47754.150;47755.340;47757.232;47757.910;47759.200;47759.877;47760.547;47761.089;47761.595;47761.971;47762.347;47762.721;47763.654;47765.617;47765.672;47766.496;47766.869;47766.924;47767.237;47767.852;47769.755;47770.128;47770.500;47771.428;47772.203;47773.384;47773.887;47774.313;47774.684;47774.994;47775.608;47777.502;47777.872;47778.242;47779.165;47779.667;47781.113;47781.615;47781.983;47782.352;47782.659;47923.298;47923.909;47925.794;47926.162;47927.732;47928.099;47928.709;47929.474;47929.841;47930.208;47931.127;47931.891;47932.257;47932.864;47933.626;47933.992;47934.721;47935.084;47935.995;47936.756;47937.361;47937.724;47938.484;47939.087;47939.845;47940.208;47940.570;47940.932;47941.833;47942.589;47943.311;47943.912;47944.667;47945.027;47945.387;47946.279;47946.638;47947.392;47947.991;48191.248;48249.371;48250.123;48250.874;48251.232;48251.977;48252.726;48253.473;48253.830;48254.216;48254.962;48255.347;48256.092;48256.449;48256.833;48257.575;48257.932;48258.315;48259.056;48259.769
BVNS,2,500,7,3,6030,49195.01262543977,51207.648762792654,2012.6361373528853,True,353.2188645504171,2.109268277999945,302.028 372.351;-186.556 -463.762;-92.124 -49.978;144.920 -341.748;-326.339 378.653;-498.936 32.560;492.407 -82.843,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;47571.519;47619.448;47846.423;47921.183;47970.573;48187.680;48187.680;48211.803;48256.496;48264.825;48269.732;48307.129;48329.569;48336.565;48354.299;48360.057;48367.266;48369.575;48375.139;48385.762;48385.762;48387.836;48395.426;48395.426;48404.030;48415.419;48419.521;48420.872;48429.247;48434.561;48437.844;48440.505;48441.561;48442.840;48443.877;48447.570;48447.570;48448.812;48449.832;48450.825;48452.858;48458.978;48461.013;48462.337;48463.994;48465.304;48465.830;48466.433;48466.922;48468.752;48468.752;48470.753;48472.858;48474.081;48475.080;48475.899;48476.158;48477.149;48477.393;48478.043;48478.302;48478.601;48478.844;48479.751;48479.751;48480.048;48480.290;48481.196;48481.196;48481.437;48482.340;48483.328;48483.328;48484.730;48485.334;48485.934;48486.384;48486.532;48486.532;48486.679;48486.799;48487.249;48487.396;48487.396;48487.839;48487.966;48488.112;48488.232;48488.555;48488.681;48488.801;48489.250;48489.250;48489.250;48489.250;48489.250;48489.250;48489.250;48489.250;48489.250;48489.250;48659.374;48664.791;48740.769;48823.195;48827.764;48846.681;48850.944;48868.595;48868.595;48890.809;48974.247;48999.896;49002.476;49017.168;49025.284;49026.932;49041.058;49111.108;49111.108;49121.300;49121.300;49124.141;49125.157;49126.142;49126.142;49128.119;49131.961;49135.083;49137.040;49138.911;49140.512;49142.577;49144.162;49145.095;49145.728;49145.728;49146.674;49146.674;49147.142;49147.916;49149.817;49151.546;49152.330;49152.835;49154.713;49156.817;49157.598;49158.376;49158.836;49159.071;49159.071;49159.534;49159.534;49160.188;49162.361;49164.211;49164.982;49165.441;49165.631;49167.471;49169.303;49170.070;49170.835;49171.290;49171.477;49173.300;49175.114;49176.632;49176.632;49178.620;49180.416;49180.596;49182.384;49184.163;49184.340;49186.110;49186.285;49188.046;49189.799;49189.971;49191.715;49193.452;49193.620;49193.953;49193.953;49194.341;49194.718;49194.834;49194.930;49195.013
BVNS,2,500,7,4,6030,49150.159102198464,51207.648762792654,2057.4896605941904,True,315.36989331163437,2.1113361689999692,200.955 -111.087;-361.910 -126.755;-101.616 489.451;491.075 91.776;-468.475 170.065;231.989 271.805;-87.424 -491.975,nan;nan;47405.591;47932.995;48096.076;48136.329;48223.107;48329.502;48347.949;48386.707;48386.707;48390.212;48395.284;48465.293;48634.121;48634.121;48641.678;48658.538;48660.614;48675.102;48677.152;48678.112;48678.112;48710.069;48717.182;48719.184;48723.504;48732.575;48739.535;48740.433;48741.288;48750.171;48757.183;48758.320;48758.320;48759.137;48787.126;48791.521;48793.506;48793.506;48798.603;48800.524;48802.334;48803.315;48804.255;48806.537;48807.467;48807.467;48808.357;48808.848;48809.091;48809.530;48809.530;48809.530;48809.530;48809.530;48809.530;48809.530;48809.530;48809.530;48809.530;48932.975;48936.729;48936.926;48940.633;48940.633;48944.875;48948.327;48952.537;48954.494;48955.608;48959.068;48962.499;48964.452;48966.370;48968.708;48971.785;48972.305;48976.190;48979.572;48983.684;48985.603;48987.463;48989.234;48989.234;48995.503;48998.800;49002.847;49002.847;49004.661;49006.486;49010.768;49014.028;49015.834;49019.823;49021.591;49021.667;49025.928;49029.292;49034.255;49038.187;49038.187;49039.928;49041.635;49045.708;49049.073;49050.219;49054.091;49055.760;49055.828;49060.018;49063.128;49066.955;49068.586;49069.712;49071.740;49075.038;49075.552;49076.636;49078.126;49078.644;49079.550;49081.658;49082.182;49084.241;49084.768;49086.779;49087.307;49090.595;49093.857;49096.858;49103.585;49104.100;49110.258;49110.772;49114.469;49116.058;49117.616;49119.540;49120.050;49121.928;49122.439;49126.078;49128.949;49135.409;49135.409;49144.310;49144.310;49145.941;49147.348;49147.348;49148.169;49148.242;49148.242;49149.056;49149.790;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159;49150.159
BVNS,2,500,7,5,6030,49412.55489188822,51207.648762792654,1795.0938709044349,True,363.51373874027377,2.1841178189999937,-285.412 -410.473;-61.353 474.781;-413.757 213.768;250.969 -431.932;159.315 48.919;487.559 -109.305;295.064 403.301,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;47416.888;47801.633;47856.163;47856.163;47961.207;47997.833;48019.341;48593.815;48602.442;48610.929;48619.278;48624.461;48629.432;48651.573;48651.573;48655.636;48655.636;48657.932;48658.777;48661.233;48662.013;48664.708;48667.387;48668.159;48670.821;48673.467;48673.539;48675.627;48676.757;48680.153;48682.768;48683.527;48686.125;48688.708;48688.708;48689.274;48689.650;48690.936;48692.218;48692.404;48692.444;48693.485;48694.049;48695.701;48695.701;48695.701;48695.701;48695.701;48695.701;48695.701;48695.701;48695.701;48695.701;48695.701;48787.312;48861.702;48894.258;48924.272;48981.942;48990.935;49021.557;49041.143;49041.143;49046.367;49068.496;49068.496;49078.987;49101.562;49103.190;49113.326;49113.326;49119.783;49122.263;49126.501;49129.027;49132.324;49134.495;49137.758;49140.997;49143.504;49145.645;49148.102;49150.231;49152.637;49153.293;49155.470;49158.322;49158.322;49160.769;49164.778;49164.778;49167.207;49169.539;49169.539;49169.867;49170.192;49174.126;49174.448;49174.643;49175.863;49176.022;49177.975;49178.583;49179.383;49179.950;49180.514;49180.611;49181.150;49181.756;49181.756;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49181.836;49307.794;49380.251;49383.610;49385.487;49385.487;49388.379;49390.766;49392.743;49395.074;49395.889;49398.750;49403.015;49403.015;49403.114;49403.480;49404.662;49405.647;49406.783;49407.186;49408.168;49409.147;49409.971;49410.345;49410.525;49411.114;49411.680;49411.680;49412.369;49412.369;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555;49412.555
