Algorithm,Dataset,Radius,Turbines,Seed,Calls,Objective,Ideal,WakeLoss,Feasible,MinSpacing,Seconds,Coordinates,Curve
BVNS,1,500,2,11,6030,28091.474739469657,28091.474739469657,0.0,True,935.0284376972486,1.5957587789999934,-431.287 234.301;473.968 0.225,28077.023;28079.405;28081.235;28082.343;28082.519;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475
BVNS,1,500,2,12,6030,28091.474739469657,28091.474739469657,0.0,True,943.833947054635,1.6553141559999744,-430.524 -233.543;482.417 5.958,28077.337;28079.644;28081.421;28082.499;28082.670;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475
BVNS,1,500,2,13,6030,28091.474739469657,28091.474739469657,0.0,True,967.6122131984304,1.6062802369999645,450.994 205.105;-487.341 -31.115,28078.568;28080.587;28081.849;28082.860;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475
BVNS,1,500,2,14,6030,28091.474739469657,28091.474739469657,0.0,True,762.8782847241695,1.6176365490000535,355.480 27.630;-407.389 23.949,28077.005;28079.392;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475
BVNS,1,500,2,15,6030,28091.474739469657,28091.474739469657,0.0,True,821.1414872574238,1.7698170310000023,348.818 -346.104;-445.637 -138.462,28080.857;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475
BVNS,1,500,2,16,6030,28091.474739469657,28091.474739469657,0.0,True,900.0465695787851,1.6418830559999833,392.190 290.449;-477.779 59.716,28078.777;28080.748;28081.613;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475
BVNS,1,500,2,17,6030,28091.474739469657,28091.474739469657,0.0,True,796.8050022033617,1.7016688719999706,151.762 -381.528;-55.004 387.982,28069.824;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475
BVNS,1,500,2,18,6030,28091.474739469657,28091.474739469657,0.0,True,961.9908790488815,1.7434236249999913,-475.000 153.405;456.245 -87.861,28069.449;28073.855;28077.038;28079.417;28080.829;28082.351;28083.322;28083.434;28083.443;28083.444;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475
BVNS,1,500,2,19,6030,28091.474739469657,28091.474739469657,0.0,True,927.4019034073091,1.6938248449999946,-291.618 -384.950;163.888 422.880,28069.796;28072.340;28074.552;28075.373;28075.453;28075.453;28075.453;28075.453;28075.453;28075.453;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475
BVNS,1,500,2,20,6030,28091.474739469657,28091.474739469657,0.0,True,860.6084542147785,1.5960825899999804,-367.748 -334.562;464.638 -115.975,28075.760;28078.453;28080.498;28081.043;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475
BVNS,1,500,2,21,6030,28091.474739469657,28091.474739469657,0.0,True,971.4843357509415,1.6629037839999796,438.948 188.495;-403.611 -295.113,28072.131;28074.292;28075.132;28075.245;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475;28091.475
