Spacing,Greedy,Iterations,Evaluations,Dataset,Radius,Turbines,Run,Objective,WakeLoss,Violation,Feasible,Seconds,Coordinates
4D,True,100,3030,1,750,8,27,111919.69901942574,446.1999384528899,0.0,True,0.6970824150000681,-530.7087 -529.9511;-520.2183 540.2527;-336.1645 -92.0964;-744.9089 87.2392;45.8870 711.9503;749.9088 -11.6552;596.4652 453.8066;85.9153 -745.0627
4D,True,100,3030,1,750,8,28,111646.66911790812,719.2298399705032,0.0,True,0.6572177650000413,-430.7295 -577.9001;694.6359 -271.9396;-36.2944 -540.7140;-358.2473 580.0246;-36.8415 484.9950;-728.1898 85.0203;468.4601 583.8509;172.1596 729.9733
4D,True,100,3030,1,750,8,29,111804.1120748095,561.7868830691295,0.0,True,0.6777478049999672,-404.2978 -46.3411;55.3118 736.9417;-733.4780 -156.5378;-226.2824 402.8454;-563.3928 -495.0639;56.8478 -293.9110;414.4702 485.2302;645.3767 212.0036
4D,True,100,3030,1,750,8,30,111866.28129155019,499.6176663284423,0.0,True,0.6348135929999899,30.9831 -712.9223;-271.0894 354.1734;38.1085 133.0766;354.5396 649.0366;352.4580 -270.9911;-658.9354 -181.1176;-280.9900 -691.8178;639.0780 392.5294
4D,True,100,3030,1,1000,8,1,111915.57849113672,450.32046674190497,0.0,True,0.6666276749999724,-889.7380 -281.8651;664.3275 -747.4417;996.6912 81.1048;-525.0933 851.0447;-317.2367 -948.3464;181.2988 888.0483;832.7764 -294.2395;184.4054 -932.3038
4D,True,100,3030,1,1000,8,2,112172.68949602538,193.20946185324283,0.0,True,0.6160775030000423,-869.3709 489.2544;-463.5644 -867.0852;-448.3407 893.0954;441.7881 811.6503;-32.8491 855.4782;968.3588 -92.8836;-864.5830 -502.0753;765.0558 -532.9363
4D,True,100,3030,1,1000,8,3,112088.77432547217,277.12463240645593,0.0,True,0.6367268569999851,221.5492 -932.7618;636.8822 -537.4469;-39.8458 -264.7662;846.2628 240.4644;-497.6868 -209.0507;613.4442 605.0299;-700.3454 -687.6620;-721.1889 611.7986
4D,True,100,3030,1,1000,8,4,112041.71102930495,324.1879285736795,0.0,True,0.6509732930001064,986.8175 46.2449;68.9822 571.9464;-864.0521 -460.0830;-81.9926 994.9776;817.7359 575.4975;476.6663 -846.8406;422.0914 906.5371;-427.0593 519.4030
4D,True,100,3030,1,1000,8,5,112035.20796003158,330.6909978470503,0.0,True,0.6313321229999929,-39.0484 -478.8427;371.9417 893.2569;417.5758 -872.8612;862.9259 -476.3468;-42.8254 978.1736;-743.4460 416.2049;-969.9670 -241.3659;-241.1360 -970.4913
4D,True,100,3030,1,1000,8,6,111952.9587452616,412.94021261703165,0.0,True,0.6769679459999907,827.2766 561.7948;298.0691 923.1827;284.7245 -608.2011;-989.7073 143.1066;-308.5214 -414.0025;-704.2687 -118.6482;703.8320 -705.2201;-311.9132 936.6801
4D,True,100,3030,1,1000,8,7,112083.98500931736,281.9139485612686,0.0,True,0.6778080180000643,-165.4017 -986.2262;-192.6353 820.0803;-773.6396 -387.9844;225.1451 -694.1340;590.3297 -561.3330;591.5039 776.9690;941.9265 -0.6771;-963.6018 266.3214
4D,True,100,3030,1,1000,8,8,112070.27896456,295.619993318629,0.0,True,0.7302392720000626,-252.3425 -963.1696;430.8959 505.6944;-951.9547 -306.0905;-626.0902 -779.6853;-200.1176 872.6906;412.5785 -799.4973;980.4635 196.6979;775.4070 -274.2654
4D,True,100,3030,1,1000,8,9,112043.3765138674,322.5224440112215,0.0,True,0.7013354899999058,-978.8069 -204.7851;-471.1139 -172.4665;949.6714 -158.3635;496.1051 -207.0316;277.7961 477.1458;-279.1966 249.2975;295.5592 -943.9726;-770.5797 -637.3436
4D,True,100,3030,1,1000,8,10,112141.19727615663,224.7016817219992,0.0,True,0.7203189820000944,915.3450 -41.1374;-617.6376 -786.4628;-984.6566 -18.4909;-625.6329 750.1937;-52.3841 875.2753;686.0913 -709.2052;-27.8071 -902.5705;671.8896 729.2391
4D,True,100,3030,1,1000,8,11,112073.49072566089,292.4082322177419,0.0,True,0.6988986260000729,146.7158 989.1786;-320.8586 946.6519;-939.3310 74.5796;292.2734 591.6598;-673.0967 394.5164;968.6239 248.3435;-359.3732 -723.4592;617.8698 -754.6600
4D,True,100,3030,1,1000,8,12,112138.53277800388,227.36617987474892,0.0,True,0.6685217729999522,632.0797 594.0553;-955.5758 17.0799;-184.1072 813.6220;-223.3818 -973.9259;-667.8553 611.2135;217.1914 -819.6415;868.1092 57.2781;648.8769 -750.9454
4D,True,100,3030,1,1000,8,13,111993.31352432992,372.58543354870926,0.0,True,0.6675939729999527,-733.2225 -194.1523;271.6618 -758.1883;254.4581 405.9090;-468.0416 -580.4818;849.0122 -422.3627;-896.9569 169.8195;555.5866 -84.9853;999.7000 -13.4215
4D,True,100,3030,1,1000,8,14,112052.02337191773,313.87558596089366,0.0,True,0.7244675949999646,671.9503 477.8349;969.0572 75.7574;-683.3503 578.7810;400.7405 -192.6603;56.0918 997.4868;-954.4717 -291.2949;-414.9737 -418.1392;-217.2820 -40.0806
4D,True,100,3030,1,1000,8,15,112074.85800601511,291.0409518635133,0.0,True,0.6730635559999882,294.6370 69.0002;-598.5642 -637.4199;936.4369 108.1993;-45.3946 -996.6755;-244.3156 -247.1546;-877.6248 388.3197;666.1448 709.5733;59.9651 956.1988
4D,True,100,3030,1,1000,8,16,112059.17483438793,306.7241234906978,0.0,True,0.6827754879999475,605.3718 300.4248;120.3509 625.5288;891.7491 -452.4391;-544.1613 -838.9090;582.0339 -812.6454;-519.0340 769.5070;-758.6655 -42.5654;-168.3869 -30.6596
4D,True,100,3030,1,1000,8,17,112112.95175495776,252.94720292087004,0.0,True,0.6671276460000399,192.1436 -315.1380;-467.7831 874.4682;-470.2943 -729.2082;580.5076 775.2237;-65.0054 716.3633;950.3316 129.7447;582.3304 -812.9504;-789.4178 481.6396
4D,True,100,3030,1,1000,8,18,111996.14504025404,369.75391762459185,0.0,True,0.6566326029999345,-152.7912 -864.8537;621.8109 439.2375;-186.3773 982.4782;-801.6423 -97.5393;385.6150 922.6585;-801.5654 594.4552;-422.0081 -425.2865;968.3121 -230.0001
4D,True,100,3030,1,1000,8,19,111880.22511200566,485.6738458729669,0.0,True,0.6240735489999452,564.7746 -556.2319;-379.1689 745.4754;964.5344 135.0744;-476.2607 -298.5200;-869.2601 -491.1077;367.2409 -930.1259;383.6387 117.2050;29.9804 -630.0933
4D,True,100,3030,1,1000,8,20,111918.56782655205,447.3311313265731,0.0,True,0.6144852999999557,488.1789 -163.2507;-82.3151 -727.9069;-621.1483 -777.8117;158.9307 952.9173;-120.0074 641.2544;-334.5349 63.6210;972.6222 -136.4452;342.3729 341.6596
4D,True,100,3030,1,1000,8,21,111978.9284308597,386.9705270189297,0.0,True,0.6294145950000711,285.6253 918.6683;-508.9930 350.3493;-29.5003 295.8733;318.0058 -350.1542;-858.1703 -189.0718;931.1834 211.3275;585.2457 707.2611;-57.6291 -994.5282
4D,True,100,3030,1,1000,8,22,112034.8521757235,331.0467821551283,0.0,True,0.6669217010000921,994.3476 106.1736;249.5329 -214.9779;-298.9572 -907.1244;263.4600 964.6703;-657.3751 -446.7225;-991.5691 129.5788;-351.3371 718.6506;62.6708 389.4035
4D,True,100,3030,1,1000,8,23,112056.80279760032,309.09616027830634,0.0,True,0.6870128000000477,583.2136 812.3188;-945.0899 -202.0992;-154.1336 987.4090;623.1252 -772.3146;-648.9277 515.7198;256.4175 585.6703;889.3354 164.9624;-420.2274 -99.6047
4D,True,100,3030,1,1000,8,24,112097.15521001774,268.74374786089174,0.0,True,0.6527576989999488,-457.6014 -887.8935;-92.9052 -440.8462;-983.7629 51.9550;-401.4351 848.5788;-811.9083 567.5319;421.4528 206.4856;81.2736 -994.4012;974.9176 142.3154
4D,True,100,3030,1,1000,8,25,112100.20778282823,265.6911750503932,0.0,True,0.6841544069999372,-55.5162 -472.5739;-979.6220 190.2646;-723.6850 -642.0074;-351.8135 -917.3630;342.2219 3.0734;917.4097 -210.9455;560.4888 -827.5875;577.9648 800.4385
4D,True,100,3030,1,1000,8,26,112012.19938760462,353.6995702740096,0.0,True,0.6638123120000046,529.8886 55.7047;706.4362 707.7766;-620.2673 -79.1864;393.9871 -402.2779;-317.7091 -539.2612;-340.1969 913.5476;50.2871 39.1514;971.6512 134.7263
4D,True,100,3030,1,1000,8,27,112017.6159120502,348.28304582842975,0.0,True,0.6949744639999835,544.5123 -838.7460;-44.3667 911.0965;-518.5951 -829.9659;519.0394 338.3346;-542.1364 796.5364;697.4394 716.6438;995.9105 87.0104;-979.9805 -195.1362
4D,True,100,3030,1,1000,8,28,111964.07077320003,401.8281846785976,0.0,True,0.6850279330000149,391.6536 -920.0584;119.7808 -11.4661;655.5918 -44.6026;-174.1208 967.9386;-160.8990 -395.9346;-619.1321 730.2647;968.4423 -249.2375;659.7291 747.6994
4D,True,100,3030,1,1000,8,29,112102.12375212608,263.7752057525504,0.0,True,0.6595329790000051,-698.9943 715.1272;8.5312 170.5070;-916.8498 -71.9903;-170.0307 693.4829;515.7602 -465.6097;802.4133 596.7617;-710.4232 -693.2195;996.6706 -80.9826
4D,True,100,3030,1,1000,8,30,112049.37626722243,316.52269065620203,0.0,True,0.7097083740000016,-963.5888 -186.8393;75.8760 -901.0869;-214.3357 244.5291;-565.0715 825.0397;963.0123 -182.9739;-834.2992 234.7365;418.0380 -119.6385;643.6234 -657.5134
4D,True,100,3030,2,500,4,1,29173.713871161934,87.79970757672709,0.0,True,0.20605553400002918,488.8588 59.0461;-291.2483 -405.7651;-194.2480 460.3557;-497.0125 54.5762
4D,True,100,3030,2,500,4,2,29194.189677982016,67.32390075664443,0.0,True,0.20503732600002422,-234.9351 -441.3677;-479.1514 1.7749;-243.7426 431.4762;498.1034 -7.6868
4D,True,100,3030,2,500,4,3,29112.961003972057,148.55257476660336,0.0,True,0.20152280499996778,-197.6124 459.2922;328.6970 22.1804;69.6580 -480.3660;-428.8090 19.0211
4D,True,100,3030,2,500,4,4,29016.912086785556,244.60149195310441,0.0,True,0.20228078800005278,-435.2707 -246.0476;384.2561 -35.7819;96.9812 490.5040;113.3387 -486.9849
4D,True,100,3030,2,500,4,5,29103.150416082382,158.3631626562783,0.0,True,0.20479182600001877,-71.4363 494.5672;186.5675 -421.2492;-440.9446 -60.7352;446.2736 167.1894
4D,True,100,3030,2,500,4,6,29179.7006846348,81.81289410385943,0.0,True,0.210923489000038,463.1432 -9.5469;-469.2278 4.3053;-252.5315 -430.9232;250.9858 429.5189
4D,True,100,3030,2,500,4,7,29026.476113513203,235.0374652254577,0.0,True,0.23575141999992866,352.6008 -178.7034;84.7364 -492.7657;470.9451 167.2738;67.7550 495.3879
4D,True,100,3030,2,500,4,8,29122.275112829546,139.2384659091149,0.0,True,0.2242377420000139,75.8741 -494.2096;-488.4618 -67.1439;463.3983 187.6343;-301.9250 398.3313
4D,True,100,3030,2,500,4,9,29041.1399666444,220.37361209425944,0.0,True,0.23652587200001562,-91.9672 -491.4684;452.9134 160.7979;-106.3071 488.5681;156.6850 -155.5789
4D,True,100,3030,2,500,4,10,29101.757899026914,159.75567971174678,0.0,True,0.2199404579999964,-468.6956 4.4023;499.9566 6.5909;-113.3387 486.9850;263.2412 -425.0930
4D,True,100,3030,2,500,4,11,29025.248682404952,236.26489633370875,0.0,True,0.20378995199996552,-7.5715 499.9427;-259.7809 -427.2165;-430.2584 30.0646;474.2702 17.7784
4D,True,100,3030,2,500,4,12,29071.732982129877,189.78059660878353,0.0,True,0.20435223599997698,105.7750 488.6836;-46.7376 185.2465;-72.4667 -494.7207;151.0680 -187.0033
4D,True,100,3030,2,500,4,13,29028.291720482644,233.22185825601628,0.0,True,0.21380369400003474,103.4171 -489.1880;442.2331 40.5467;-306.9144 -155.0310;224.6904 446.0064
4D,True,100,3030,2,500,4,14,29181.482401375913,80.03117736274726,0.0,True,0.21060923699997147,424.8558 32.6412;201.7355 457.4121;-497.9481 45.2505;39.4499 -498.4006
4D,True,100,3030,2,500,4,15,29098.70432533033,162.80925340832982,0.0,True,0.2029777530000274,29.0297 -145.6138;89.0476 492.0066;-30.2349 -499.0850;279.1233 131.5661
4D,True,100,3030,2,500,4,16,29123.498966726867,138.01461201179336,0.0,True,0.1973107810000556,167.6630 461.5442;-308.0063 -393.8673;-493.2125 74.7882;496.6583 57.7105
4D,True,100,3030,2,500,4,17,28984.731944710205,276.7816340284553,0.0,True,0.2180294759999697,491.5936 91.3002;-322.8661 381.7819;235.0230 -229.7738;-9.6083 -499.9077
4D,True,100,3030,2,500,4,18,29081.57730370427,179.93627503438984,0.0,True,0.2119882309999639,16.6655 198.7363;-32.1649 -498.9643;232.1630 442.8322;-104.3002 -156.6450
4D,True,100,3030,2,500,4,19,29073.33074737971,188.18283135895035,0.0,True,0.2181181649999644,-17.0110 -499.7097;-332.8861 53.1024;-274.4805 408.7770;497.6730 48.1830
4D,True,100,3030,2,500,4,20,29117.71841391191,143.79516482675172,0.0,True,0.2556748660000494,284.0496 -409.0202;483.2969 32.5996;-200.3046 458.1245;-469.6976 17.8435
4D,True,100,3030,2,500,4,21,28982.925629165733,278.58794957292776,0.0,True,0.22087477299999136,499.1820 -28.5890;351.0302 -356.0587;-268.4805 414.1504;-424.8271 -263.6701
4D,True,100,3030,2,500,4,22,29102.474697969592,159.03888076906878,0.0,True,0.21287911000001714,487.2355 8.4735;-257.3220 428.7020;108.6176 -488.0596;-496.0766 -6.0970
4D,True,100,3030,2,500,4,23,29058.611073028012,202.90250571064826,0.0,True,0.21238616600010118,440.2603 237.0040;-463.7023 -186.9812;314.5793 -388.6384;-434.9969 246.5313
4D,True,100,3030,2,500,4,24,29093.878247820736,167.63533091792488,0.0,True,0.21105505600007746,179.3326 -466.7331;437.5422 -113.4558;-485.7622 118.4697;-152.4645 476.1875
4D,True,100,3030,2,500,4,25,29085.648422929586,175.86515580907508,0.0,True,0.21023279600001388,36.4152 -498.6722;-321.3309 383.0750;-483.0596 17.1573;499.1433 29.2573
4D,True,100,3030,2,500,4,26,29105.982603478988,155.53097525967314,0.0,True,0.20732532699992134,210.2571 453.6430;382.4825 27.3524;-498.5339 38.2605;184.8252 -464.5855
4D,True,100,3030,2,500,4,27,29153.176411297398,108.33716744126286,0.0,True,0.21697048599992286,-405.5653 -292.4288;13.2845 499.8235;227.7220 76.2662;400.6030 -299.1943
4D,True,100,3030,2,500,4,28,29080.207868095687,181.30571064297328,0.0,True,0.20958678700003475,-481.4884 -134.7919;124.4782 -484.2573;-37.4143 498.5982;-283.9419 165.1550
4D,True,100,3030,2,500,4,29,29112.01998061378,149.49359812488183,0.0,True,0.2315410480000537,452.5605 212.5769;-499.3583 -25.3211;-274.7265 411.2767;-198.9153 -458.7248
4D,True,100,3030,2,500,4,30,29103.96515987988,157.54841885877977,0.0,True,0.22339002999990498,-266.1462 423.2802;-499.9838 -4.0237;468.3379 9.0836;165.1765 -471.9287
4D,True,100,3030,2,750,8,1,57328.83758419791,1194.1895732794146,0.0,True,0.7614937109999573,-738.8015 60.5550;-99.2227 -743.4069;119.7474 -310.0449;-432.4560 407.0354;583.3257 416.2545;-169.9496 727.1207;618.6298 58.2560;-526.9477 -484.4338
4D,True,100,3030,2,750,8,2,57205.686019941946,1317.3411375353753,0.0,True,0.8050472809999292,235.5546 -709.5847;-674.9952 -174.8523;270.1893 -263.8774;689.9774 198.4628;157.9138 733.1109;-494.8583 86.9523;-516.0245 494.0783;-226.4007 -559.7436
4D,True,100,3030,2,750,8,3,57082.31501477284,1440.712142704484,0.0,True,0.6999756870000056,58.8545 -330.8075;615.9850 -38.3167;41.9123 -745.2114;-454.1686 -545.0987;-475.5581 560.0777;-368.9680 -46.6269;-162.5130 403.8420;131.6214 737.0857
4D,True,100,3030,2,750,8,4,57124.23183110039,1398.7953263769305,0.0,True,0.709465152000007,480.2414 -332.7897;743.6453 -32.9652;-243.8176 -641.8301;188.4431 -672.8841;-422.9331 610.9216;-429.5550 -201.4482;406.6856 616.1642;678.6945 318.8948
4D,True,100,3030,2,750,8,5,57555.07002102485,967.9571364524745,0.0,True,0.6972354749999568,579.0255 -305.6413;579.7177 426.3137;-300.9752 -424.7468;714.6017 64.3623;-748.2348 51.3554;-565.2742 431.9715;380.0754 -606.3877;-33.7211 749.2415
4D,True,100,3030,2,750,8,6,57160.28852503057,1362.7386324467516,0.0,True,0.8443676030000233,528.8785 -403.8562;291.0775 -691.1919;-578.6071 -255.1280;-189.5763 311.2182;-458.6452 542.0839;692.1669 80.0978;313.4896 677.1909;-394.3661 -637.4439
4D,True,100,3030,2,750,8,7,57201.16112039876,1321.8660370785583,0.0,True,0.7029612999999699,632.8755 402.4259;671.2293 -334.5908;-601.9509 -351.2555;-657.5123 130.5422;-201.7331 -672.9563;731.1111 -26.9683;-143.1676 199.4266;248.4259 655.0625
4D,True,100,3030,2,750,8,8,57170.87732753117,1352.1498299461527,0.0,True,0.6932041999999683,718.0902 -216.4398;-448.9760 125.8301;-257.4220 398.7971;-241.9523 -678.1630;-740.1161 -121.3597;-23.9153 682.9684;569.9176 390.8557;508.7024 -545.9703
4D,True,100,3030,2,750,8,9,57289.19572003145,1233.8314374458714,0.0,True,0.6884895580000148,547.6587 244.1394;-324.0126 -658.4254;446.2269 602.8093;-641.9256 -44.0032;424.6194 -586.2112;-347.5763 663.4347;-546.0247 -402.3764;693.1485 -72.2560
4D,True,100,3030,2,750,8,10,57083.2937697888,1439.733387688524,0.0,True,0.7131646470000987,-629.7700 153.5320;153.0280 -167.5428;-495.4024 478.9084;282.1213 682.6889;-523.6433 -159.6788;659.8100 356.5321;686.7639 -181.5646;-100.6918 -644.3441
4D,True,100,3030,2,750,8,11,57351.533894891734,1171.4932625855872,0.0,True,0.7345780749999449,88.9808 -731.8260;-165.3989 408.6781;-66.0148 745.7817;741.6415 111.6579;-350.3441 -662.3551;-541.0637 -207.1494;628.5189 -394.1617;-298.7049 129.7416
4D,True,100,3030,2,750,8,12,57131.72829855632,1391.298858921,0.0,True,0.7378484060000119,642.4502 376.2096;685.0557 -305.2846;483.3160 -573.4813;249.1774 -34.6309;-197.4752 377.8311;137.2272 737.3389;-119.6450 -739.6547;-617.8758 -365.0503
4D,True,100,3030,2,750,8,13,57139.66154343271,1383.365614044611,0.0,True,0.716000495000003,-500.2143 375.2785;-676.3545 30.6024;438.6770 348.0281;50.0526 748.1766;-215.5421 -405.5452;561.7340 -204.0837;13.1314 -747.5155;107.2754 -62.9671
4D,True,100,3030,2,750,8,14,57192.13674384191,1330.8904136354104,0.0,True,0.6879769680000436,747.8222 -56.1941;-749.7572 -13.5237;689.0851 290.7531;29.5768 -245.3678;-454.0614 596.9323;388.3847 625.8979;-613.0254 -432.0878;512.8250 -510.7055
4D,True,100,3030,2,750,8,15,57158.36630422139,1364.660853255933,0.0,True,0.7165817769999876,-698.3094 210.0481;571.8945 484.6217;-611.7910 -414.6347;29.5355 717.0424;-57.1872 -157.9193;229.6273 -679.0771;715.8981 191.0435;-462.4313 486.6639
4D,True,100,3030,2,750,8,16,57689.65012261947,833.3770348578546,0.0,True,0.7113565429999653,-642.5628 -386.7629;209.2188 -392.1685;512.6264 64.9779;-325.4202 366.3055;-34.4484 -748.4050;-76.0448 722.9277;-461.1524 80.1390;653.5319 365.8172
4D,True,100,3030,2,750,8,17,57000.103388383046,1522.9237690942755,0.0,True,0.7358375879999812,-470.0833 -584.3966;749.9939 1.8607;177.3179 -303.8189;435.5346 -595.6649;-253.1304 7.7609;-268.4064 700.3271;183.8592 498.8587;-690.6600 212.4677
4D,True,100,3030,2,750,8,18,57419.11778861519,1103.9093688621288,0.0,True,0.737600868999948,-410.4730 403.5316;-116.8471 739.8587;484.3485 -375.7092;-453.8615 -469.5505;-637.4812 -50.0165;634.5887 399.7455;688.0354 -59.6086;192.1009 -724.9808
4D,True,100,3030,2,750,8,19,57691.76100879264,831.2661486846846,0.0,True,0.6432499059999373,-527.7302 435.2722;627.1873 410.5678;-560.9620 -273.9189;115.0502 740.8445;-446.3536 -600.5339;494.1652 -539.8989;679.5759 -270.5540;-559.8305 52.0266
4D,True,100,3030,2,750,8,20,57381.98401865059,1141.0431388267316,0.0,True,0.7348873319999711,-516.0598 -496.2963;-718.5856 -81.4277;242.7372 674.6805;-367.5370 591.5109;688.3944 297.6697;128.1544 -721.4494;-451.6126 279.3411;671.3640 -85.5393
4D,True,100,3030,2,750,8,21,57306.67320358115,1216.3539538961704,0.0,True,0.7292228070000419,745.3603 -83.2944;-449.9630 -600.0277;-54.0288 747.8908;-493.6950 479.0644;588.2032 463.4566;-708.5597 -245.8341;-682.9409 106.7435;393.9271 -638.2174
4D,True,100,3030,2,750,8,22,57443.09722477657,1079.9299327007539,0.0,True,0.723838168000043,95.1717 -71.1890;-605.0949 114.5110;-125.2996 -739.4587;293.6983 350.0588;181.1254 727.7990;662.8365 -291.3495;-541.8474 479.4772;-668.5700 -280.7895
4D,True,100,3030,2,750,8,23,57063.492463818315,1459.5346936590067,0.0,True,0.6649596660000725,-523.3066 313.3294;570.3271 -184.1761;344.7396 665.7447;267.3517 -698.9862;-320.1802 -676.8659;-177.3572 711.9250;45.9398 137.3480;-473.8382 -177.8612
4D,True,100,3030,2,750,8,24,57039.38645335322,1483.6407041241036,0.0,True,0.7290134640001042,479.4283 76.0716;46.3992 -433.3643;-14.0349 -749.8652;-616.0422 282.6254;-703.5552 -227.9613;-408.6287 572.9118;398.0744 625.7409;-47.3497 175.0489
4D,True,100,3030,2,750,8,25,57136.786424508944,1386.2407329683774,0.0,True,0.73316403299998,748.8677 -36.9170;-502.0232 -495.3885;573.2345 -482.7445;-64.7049 747.2036;32.7861 34.2651;-597.0349 71.7734;612.6940 395.9381;-316.9427 405.9387
4D,True,100,3030,2,750,8,26,57442.81049790433,1080.216659572994,0.0,True,0.7263145900000154,-749.8199 -16.3864;-661.4853 352.8979;-269.2111 -700.0180;-535.1571 -321.4038;655.1618 364.9333;728.2218 18.7511;478.0618 -576.4570;-283.4342 622.0965
4D,True,100,3030,2,750,8,27,57226.27567239353,1296.7514850837906,0.0,True,0.6793595699999742,-450.0165 586.5367;-681.6128 -241.5393;-557.9601 264.9914;670.1262 -207.2681;307.6076 527.3345;476.5434 -579.1251;-442.1642 -591.6107;251.5645 55.7641
4D,True,100,3030,2,750,8,28,56938.62908276735,1584.3980747099704,0.0,True,0.7151400930000591,626.7863 411.8721;-470.3436 -432.1107;561.6361 -497.0032;118.8032 253.8500;-530.1508 200.5006;39.0422 -748.9831;738.1309 -104.3030;60.6805 747.5411
4D,True,100,3030,2,750,8,29,57088.19217509679,1434.834982380533,0.0,True,0.6706284779999123,-551.8760 -506.9601;-190.5620 -60.9279;273.1407 316.0618;-248.9050 707.4853;569.6149 -487.8752;113.2123 -740.2382;749.9613 7.6187;-635.6131 310.3018
4D,True,100,3030,2,750,8,30,57436.480975701415,1086.546181775906,0.0,True,0.6965923679999833,-220.1051 701.6572;499.7295 -374.5466;-118.0754 -729.7748;630.7675 405.7491;-741.3541 75.8413;-643.8811 -348.8694;244.6380 544.0852;548.4890 -41.8832
4D,True,100,3030,2,1000,8,1,57922.602556076126,600.4246014011951,0.0,True,0.702471376999938,883.2019 -113.3498;-336.0863 556.5560;624.1874 -630.9164;-762.9605 -614.3247;-249.3962 929.4924;-6.2723 120.8040;-885.3527 -116.5481;603.3430 795.3130
4D,True,100,3030,2,1000,8,2,58060.99980492069,462.0273525566299,0.0,True,0.6511201800000208,-873.6493 -485.2701;-31.0408 -970.3891;823.5734 -484.8564;580.0752 766.1633;20.1702 47.5886;-831.3106 -28.7792;-626.4099 417.7041;996.1842 32.6330
4D,True,100,3030,2,1000,8,3,57660.505954237364,862.5212032399577,0.0,True,0.7386954940000123,714.6938 -603.3452;-357.1346 -19.1722;-659.1946 735.0303;935.5012 -257.7115;416.1087 432.9304;163.4600 960.9039;-769.2591 258.1294;269.4728 -958.6131
4D,True,100,3030,2,1000,8,4,57759.03079555091,763.996361926409,0.0,True,0.7423931399999901,-621.8586 769.1000;-719.0529 298.4707;585.7896 112.2330;-836.1155 -543.8547;-84.0745 -988.7127;-28.4584 998.6553;-996.9575 -74.9251;271.9966 -252.9470
4D,True,100,3030,2,1000,8,5,57814.87540299927,708.1517544780509,0.0,True,0.7259507640000038,-848.6996 -527.3416;785.8686 425.6768;152.2461 904.9200;86.1380 -292.9298;981.2181 -64.6271;-280.7108 163.8217;145.5706 -930.3793;-674.8717 690.4184
4D,True,100,3030,2,1000,8,6,58027.61373356736,495.4134239099585,0.0,True,0.709464758000081,20.9449 994.0695;418.1439 101.3489;-877.8431 475.0346;143.1419 -568.3693;257.5994 -886.8772;-946.4396 72.5391;995.6243 -93.4471;-815.5434 -575.7547
4D,True,100,3030,2,1000,8,7,57770.69730823559,752.3298492417307,0.0,True,0.7177013300000681,870.3229 463.7095;-212.1605 177.0862;-23.5645 999.6037;988.5131 -141.8977;665.1649 -706.7806;111.0820 -938.6158;-385.2684 -724.0912;-840.3224 540.4528
4D,True,100,3030,2,1000,8,8,57666.7059428099,856.3212146674196,0.0,True,0.6597851090000404,944.3328 327.1070;649.7561 -760.1426;-76.5094 -266.9263;-221.2630 975.2142;497.1883 852.7016;-900.4061 435.0285;-137.0092 -976.5263;70.7494 -566.3421
4D,True,100,3030,2,1000,8,9,57883.99728309535,639.0298743819731,0.0,True,0.6955651709999984,-309.3309 -162.4987;-533.1600 785.0152;-379.5986 173.9351;-724.4122 -522.3944;-49.1165 -998.2333;413.9225 792.4820;984.3489 -155.5665;821.3417 -494.0339
4D,True,100,3030,2,1000,8,10,57846.4380821981,676.5890752792184,0.0,True,0.6880774530000053,437.2245 -899.0709;-692.8781 -721.0160;308.9629 510.8018;-871.8951 489.6884;944.2371 -299.7467;-620.4674 -294.4760;982.9130 184.0709;-217.5384 872.1758
4D,True,100,3030,2,1000,8,11,58221.332758966804,301.6943985105172,0.0,True,0.6723396779999575,-260.4246 955.0168;188.5301 166.7557;956.0204 -288.1309;-961.5421 -258.6902;835.0352 537.8451;697.5118 -712.7656;-533.9948 574.5658;-237.7846 -960.4569
4D,True,100,3030,2,1000,8,12,58104.098919093296,418.92823838402546,0.0,True,0.6812305489999062,-864.4245 483.3759;-816.2485 -577.6972;18.9903 990.9818;-963.9397 -256.5698;838.3570 445.5537;-127.3656 -980.5623;226.1936 -559.6635;523.9592 94.7173
4D,True,100,3030,2,1000,8,13,58010.36346927188,512.6636882054445,0.0,True,0.6818723120001096,735.4389 -628.0197;-979.9836 -179.2797;335.5985 -174.0681;-839.8210 203.6545;604.9590 222.1463;-8.7898 999.9574;-54.7875 -832.4498;-774.9037 569.5051
4D,True,100,3030,2,1000,8,14,57824.13011340153,698.8970440757912,0.0,True,0.7877890949999937,-151.2793 349.1490;-481.3164 -228.5877;774.5070 -569.1533;441.8591 -215.9881;-725.3353 688.3957;57.9567 904.6366;-389.0088 -851.2377;942.1467 335.2007
4D,True,100,3030,2,1000,8,15,57924.877754681904,598.1494027954177,0.0,True,0.7534823920000235,278.4037 -960.4641;366.9233 690.9198;-436.5207 899.5316;-215.6747 -602.9191;935.3396 -301.7460;-553.5819 -309.4956;958.7850 108.0956;-964.8819 262.6839
4D,True,100,3030,2,1000,8,16,57699.084657003565,823.9425004737568,0.0,True,0.7000645409999606,648.8209 -280.4349;910.1158 381.6095;966.8855 56.3914;674.5766 -705.2904;-230.0026 -961.1892;-13.1597 999.7357;-769.8731 553.0380;653.8823 694.3447
