Radius,Turbines,Seed,Algorithm,WakeLoss,EnergyProduction,Runtime,RuntimeSingleRun,Evaluations,ObjectiveCalls,SurrogateInferences,SurrogateTrainPasses,Iterations,GateAdmissionRate,Dataset,Coordinates,Feasible308m
500,4,29,PSO,120.1934267294273,56062.75617327057,0.0094420726100603,,3030,3030,0,0,100,0,1,423.5019735647301 152.37119926572296;-319.8221852875185 -262.8057730471969;-130.04530681170704 255.9515741477731;242.04073190903807 -390.3246243500037,True
500,4,30,PSO,138.0391147340197,56044.91048526598,0.0094420726100603,,3030,3030,0,0,100,0,1,-394.0989429186266 240.58727156917018;434.21643930603614 -246.55060538360436;-56.60251062616621 -278.8538500125801;283.802825374082 181.35721765575425,True
500,4,1,SSA,107.9305869064338,56075.01901309357,0.0353692649553219,,3030,3030,0,0,100,0,1,-213.5249630124124 -452.11385431826;341.61443223984975 -350.25390816857833;115.56051106755038 291.65836058666474;-480.5828498810092 137.9730284945484,True
500,4,2,SSA,107.2694451635543,56075.68015483645,0.0353692649553219,,3030,3030,0,0,100,0,1,-109.808376456023 314.98926838174674;223.62282001701476 -403.6857459249049;440.4520750959503 236.64682026064287;-418.59464218577796 -273.350724005336,True
500,4,3,SSA,109.5207763848375,56073.42882361516,0.0353692649553219,,3030,3030,0,0,100,0,1,295.30713501918643 -403.47684146477025;451.48321030965985 -8.960019816322712;-167.1848816001409 416.6267076446283;-357.7155352560508 -234.76378065175734,True
500,4,4,SSA,99.16278807181516,56083.78681192818,0.0353692649553219,,3030,3030,0,0,100,0,1,313.23734893000085 304.999163364046;-260.877090210971 293.12041071126174;478.67579248111355 -142.58282827725193;-422.43694480296983 -130.68178316895234,True
500,4,5,SSA,93.030249764357,56089.91935023564,0.0353692649553219,,3030,3030,0,0,100,0,1,-226.41512481236563 -394.5597633807481;-408.3858874661339 288.47570744419755;249.96270501987019 336.52757817542016;432.35353778612233 -251.13824526990913,True
500,4,6,SSA,88.10935929048719,56094.84024070951,0.0353692649553219,,3030,3030,0,0,100,0,1,-48.16320268880804 -497.59889635033977;496.236499158873 47.85682366257702;-55.800615365964326 496.8764277938704;-496.0139404062589 -63.008882792495875,True
500,4,7,SSA,74.87843148118554,56108.07116851881,0.0353692649553219,,3030,3030,0,0,100,0,1,190.4073216932489 -265.5025697430731;-225.70546908301634 445.64260591149457;437.54810558833736 241.97445177585647;-416.93192393868355 -270.01597983096656,True
500,4,8,SSA,89.28972133826028,56093.65987866174,0.0353692649553219,,3030,3030,0,0,100,0,1,-152.73199160327883 416.00738584692067;222.08657689246255 -240.07215283009364;416.58982730524815 276.5010450454837;-444.0130052773664 -229.8699899426608,True
500,4,9,SSA,133.2421737102632,56049.70742628974,0.0353692649553219,,3030,3030,0,0,100,0,1,32.53934150015014 -383.04609970308576;401.49066622073224 37.623911242130426;-449.7948903608686 -180.01023293247863;248.1184055487181 434.0826465460498,True
500,4,10,SSA,99.65762306338728,56083.29197693661,0.0353692649553219,,3030,3030,0,0,100,0,1,-469.14385426520687 -172.9278126551108;419.228559645065 -272.47930290355214;-264.0994526642948 424.5532951784754;29.21714621925999 -255.28390802916252,True
500,4,11,SSA,101.4429948698453,56081.50660513016,0.0353692649553219,,3030,3030,0,0,100,0,1,-405.2929304291898 283.5175058873915;206.5236175149935 423.0480344294101;-149.8224003768662 -368.2428043602078;453.70994973773907 -210.1123237923937,True
500,4,12,SSA,114.7156707482572,56068.23392925174,0.0353692649553219,,3030,3030,0,0,100,0,1,-388.149080853771 -314.65961178340575;221.55096111882347 304.89023721483005;436.3695097822407 -244.0934023910136;-221.51950786013435 273.267995958326,True
500,4,13,SSA,80.24063573805324,56102.70896426195,0.0353692649553219,,3030,3030,0,0,100,0,1,430.9538638093392 -253.53251751630347;220.3095819356263 387.7615096552033;-230.50680938352542 -412.5960206155964;-435.6257166982958 245.41835949997753,True
500,4,14,SSA,87.33636096836563,56095.61323903163,0.0353692649553219,,3030,3030,0,0,100,0,1,-147.62009817565246 -385.8262212288673;416.9231560745055 266.4066554042711;227.28649887234494 -445.35468954752514;-408.7791646856013 274.05750997851527,True
500,4,15,SSA,83.08778555865138,56099.86181444135,0.0353692649553219,,3030,3030,0,0,100,0,1,397.6128427172231 303.156643358722;-463.14069084442076 -188.41223821694473;-240.75677782643402 437.56581627817576;186.17480443344144 -319.742978734488,True
500,4,16,SSA,106.5186538877388,56076.43094611226,0.0353692649553219,,3030,3030,0,0,100,0,1,12.3422208352318 423.34643773193426;485.73182994326805 6.064622794476839;-439.5089293459954 238.39422970227673;243.41622850444404 -436.7162526223868,True
500,4,17,SSA,105.8577884791521,56077.09181152085,0.0353692649553219,,3030,3030,0,0,100,0,1,-438.4642840743205 240.31016551569394;-82.84454418359577 -362.58461245985;424.24927295138184 -264.50928336111866;170.9757382898757 400.36463150713064,True
500,4,18,SSA,95.90518108032848,56087.04441891967,0.0353692649553219,,3030,3030,0,0,100,0,1,-413.4808155663334 280.960861582788;452.0767143711671 -213.60391251337578;-178.96496662537422 -466.87416672235037;278.74642272579257 316.12666863215367,True
500,4,19,SSA,95.35854631652182,56087.59105368348,0.0353692649553219,,3030,3030,0,0,100,0,1,-400.9123645647459 -298.7796031095591;451.29817813748195 187.43465273874904;256.1717347317519 -403.27011125028224;-192.33650293991312 390.7012764137062,True
